Index,Time,Compute Time,Acc. S,Acc. T,Acc. N,Average Current,Max Current,V_emf,V_float,Magnetic Field North,Magnetic Field East,Magnetic Field T,Magnetic Field N
1,2026-Jan-01 00:00:00.000,0.14823682499991264,-0.0,1.788797023495504e-05,3.0717902370549987e-06,0.04777568987639047,[0.0048908],[-141.27814764],[-0.5698741],24961.05000035798,4286.402009661504,4286.406252500115,-24961.049271761978
2,2026-Jan-01 00:00:05.000,0.02306859500004066,0.0,-1.4914760062953674e-06,4.699591427857204e-06,0.012987634087655735,[-0.01588216],[43.33183965],[-0.57091264],24946.74679631868,4267.489218437705,24123.415633357432,7655.877358566075
3,2026-Jan-01 00:00:10.000,0.02284512200003519,0.0,-1.4849616108519545e-06,4.689229269682116e-06,0.012965861591672137,[-0.01586422],[43.21502269],[-0.57202568],24931.310418206438,4248.507910974358,24110.644898929393,7635.238123091553
4,2026-Jan-01 00:00:15.000,0.02324381100061146,0.0,-1.478668103833233e-06,4.67933051874823e-06,0.012945965613295519,[-0.01584861],[43.09800384],[-0.57320988],24914.763203994793,4229.454266990064,24096.72458855987,7614.563218648026
5,2026-Jan-01 00:00:20.000,0.023312531999181374,0.0,-1.4725373418348925e-06,4.669721234491646e-06,0.012927452392971835,[-0.01583474],[42.98077766],[-0.57445887],24897.12791180589,4210.324441621159,24081.678238115943,7593.851683855128
6,2026-Jan-01 00:00:25.000,0.021860767000362102,0.0,-1.4665190034471475e-06,4.660250744431617e-06,0.012909891690081136,[-0.01582207],[42.86333863],[-0.57577457],24878.427693454905,4191.11456923698,24065.529782934624,7573.102541073968
7,2026-Jan-01 00:00:30.000,0.02277832900017529,0.0,-1.460565346004718e-06,4.650775149382816e-06,0.012892871085590906,[-0.01581011],[42.74568198],[-0.57715151],24858.68606733401,4171.820767071495,24048.303482382235,7552.314951462069
8,2026-Jan-01 00:00:35.000,0.022150799999508308,0.0,-1.4546376235292309e-06,4.64117810253889e-06,0.012876053466374675,[-0.01579845],[42.62780229],[-0.57859788],24837.92689087474,4152.439138905856,24030.023975172986,7531.487953344098
9,2026-Jan-01 00:00:40.000,0.02335710400075186,0.0,-1.4487067355084866e-06,4.631373025224089e-06,0.012859183354339724,[-0.01578677],[42.50969491],[-0.58010653],24816.1743326386,4132.965778797582,24010.716168644256,7510.6207270390205
10,2026-Jan-01 00:00:45.000,0.022595753999667068,0.0,-1.4427481758377132e-06,4.621287328076645e-06,0.012842043255343336,[-0.01577481],[42.3913554],[-0.58168033],24793.45284408385,4113.396774851669,23990.405245176815,7489.712486561992
11,2026-Jan-01 00:00:50.000,0.023862279999775637,0.0,-1.4367490989613264e-06,4.610885289629811e-06,0.012824517360362681,[-0.01576243],[42.27277912],[-0.58331047],24769.787131058492,4093.728213029289,23969.116654016074,7468.762415974432
12,2026-Jan-01 00:00:55.000,0.0252446089998557,0.0,-1.4307023771368076e-06,4.6001492688946165e-06,0.012806539656013293,[-0.01574954],[42.15396169],[-0.58500219],24745.202125067783,4073.9561809894303,23946.876062052263,7447.769736222349
13,2026-Jan-01 00:01:00.000,0.026358388999142335,0.0,-1.4246080171806902e-06,4.589084382067213e-06,0.012788107186805642,[-0.01573614],[42.03489939],[-0.58674007],24719.72295436578,4054.0767719588875,23923.709297662037,7426.733794508462
14,2026-Jan-01 00:01:05.000,0.02220074500019109,0.0,-1.418471305472735e-06,4.577712842295556e-06,0.012769264550059198,[-0.01572229],[41.91558827],[-0.58853342],24693.374914920514,4034.0860886262917,23899.64237616349,7405.653890829908
15,2026-Jan-01 00:01:10.000,0.022537135000675335,0.0,-1.4123080257618888e-06,4.566090886386617e-06,0.012750151451574826,[-0.01570816],[41.79602485],[-0.59038032],24666.183441300414,4013.9802470553614,23874.701429906752,7384.529410628811
16,2026-Jan-01 00:01:15.000,0.022238420000576298,0.0,-1.4061340549617983e-06,4.554275406251148e-06,0.012730909970005465,[-0.01569393],[41.67620583],[-0.59228485],24638.174077531774,3993.7553806131673,23848.91269611365,7363.359771740363
17,2026-Jan-01 00:01:20.000,0.022781794000366062,0.0,-1.3999718735628118e-06,4.542345079395199e-06,0.012711743767162238,[-0.01567985],[41.55612794],[-0.59423495],24609.37244797372,3973.407643908738,23822.30249757585,7342.144393959574
18,2026-Jan-01 00:01:25.000,0.022535654000421346,0.0,-1.393844976320202e-06,4.53038228549322e-06,0.01269286786556031,[-0.01566618],[41.43578863],[-0.59623327],24579.804228258756,3952.9332167377206,23794.897173635352,7320.882830071501
19,2026-Jan-01 00:01:30.000,0.02371690300060436,0.0,-1.3877795690813346e-06,4.518478721658412e-06,0.012674524530010433,[-0.01565322],[41.31518548],[-0.59828624],24549.495116345,3932.328308028583,23766.72308803204,7299.574648318541
20,2026-Jan-01 00:01:35.000,0.022016846999576956,0.0,-1.3817987057429857e-06,4.5067163671697346e-06,0.012656930048714108,[-0.01564125],[41.19431587],[-0.60038372],24518.470803725955,3911.589159786211,23737.806613053053,7278.21939140432
21,2026-Jan-01 00:01:40.000,0.023248466000040935,0.0,-1.3759306458958228e-06,4.495194560028075e-06,0.012640350824539704,[-0.01563059],[41.07317814],[-0.60253154],24486.756946841888,3890.7120510284108,23708.174044775198,7256.816760837684
22,2026-Jan-01 00:01:45.000,0.022251858999879914,0.0,-1.3701957848271113e-06,4.483987434447875e-06,0.012624983910706874,[-0.01562151],[40.95177082],[-0.6047221],24454.379138736807,3869.6933017112315,23677.851611069585,7235.366500362239
23,2026-Jan-01 00:01:50.000,0.022601065000344533,0.0,-1.3646165344700464e-06,4.473176133631238e-06,0.012611047441373532,[-0.01561426],[40.83009229],[-0.6069574],24421.362881003424,3848.5292766390203,23646.865466838877,7213.868320951138
24,2026-Jan-01 00:01:55.000,0.022513941999932285,0.0,-1.3592079953452239e-06,4.462818101909466e-06,0.01259869417017713,[-0.01560904],[40.70814178],[-0.60923027],24387.733556056563,3827.2163893549314,23615.24160958194,7192.322087700481
25,2026-Jan-01 00:02:00.000,0.02248280200001318,0.0,-1.3539821070304823e-06,4.452960611506975e-06,0.012588049299675386,[-0.01560602],[40.58591871],[-0.61154882],24353.516399775403,3805.751106008082,23583.00588914814,7170.727699990806
26,2026-Jan-01 00:02:05.000,0.022263271999690915,0.0,-1.3489500737134336e-06,4.443648676353787e-06,0.012579232725285517,[-0.01560534],[40.46342262],[-0.61390651],24318.73647455233,3784.129949193366,23550.183986561744,7149.085073643689
27,2026-Jan-01 00:02:10.000,0.022503883000354108,0.0,-1.3441128732794302e-06,4.434893620448423e-06,0.012572269942416694,[-0.01560705],[40.3406539],[-0.61630486],24283.418642785677,3762.349501760097,23516.80134540037,7127.394280882789
28,2026-Jan-01 00:02:15.000,0.02296781200038822,0.0,-1.3394689879914642e-06,4.426698490549076e-06,0.012567163499281058,[-0.01561115],[40.21761272],[-0.61873753],24247.587540850538,3740.4064105856814,23482.883207507766,7105.655348390497
29,2026-Jan-01 00:02:20.000,0.023232653999912145,0.0,-1.3350134441590586e-06,4.4190546738986655e-06,0.012563883244548867,[-0.01561762],[40.09430013],[-0.62120742],24211.26755358248,3718.29739031078,23448.45452574532,7083.868462076458
30,2026-Jan-01 00:02:25.000,0.023444737999852805,0.0,-1.3307343314535314e-06,4.411930340770655e-06,0.012562333151794159,[-0.01562633],[39.97071747],[-0.62370924],24174.48278930448,3696.019227032301,23413.539971490303,7062.033861459222
31,2026-Jan-01 00:02:30.000,0.022478610000689514,0.0,-1.3266170032703158e-06,4.405284240283068e-06,0.012562390142576551,[-0.01563715],[39.84686618],[-0.62624499],24137.257055428377,3673.568781950737,23378.163923082564,7040.151798152568
32,2026-Jan-01 00:02:35.000,0.022591259999899194,0.0,-1.32264197305433e-06,4.3990585388461335e-06,0.012563883423397877,[-0.01564986],[39.72274854],[-0.62881317],24099.613834658052,3650.9429949686,23342.350400215226,7018.222675701034
33,2026-Jan-01 00:02:40.000,0.02248704099929455,0.0,-1.3187861303653552e-06,4.393182859760944e-06,0.01256660561548235,[-0.01566421],[39.59836673],[-0.63141191],24061.57626182124,3628.138888236503,23306.123091550093,6996.246882242569
34,2026-Jan-01 00:02:45.000,0.02203596799972729,0.0,-1.315025101977546e-06,4.387581915795654e-06,0.012570334337010745,[-0.01567993],[39.47372414],[-0.63403761],24023.16710135415,3605.1535696438264,23269.505266206157,6974.22501116101
35,2026-Jan-01 00:02:50.000,0.022012676000485953,0.0,-1.3113310038473954e-06,4.3821681191438645e-06,0.01257481080525916,[-0.01569671],[39.34882398],[-0.63669002],23984.408725461664,3581.984236250859,23232.519820821006,6952.157632987781
36,2026-Jan-01 00:02:55.000,0.022261942000113777,0.0,-1.3076750050547076e-06,4.376849983344725e-06,0.012579763678880942,[-0.01571419],[39.22367006],[-0.63936876],23945.323092973453,3558.6281776593714,23195.189221202058,6930.0454202227875
37,2026-Jan-01 00:03:00.000,0.02304916399953072,0.0,-1.3040273047946597e-06,4.3715320075324e-06,0.012584908590385354,[-0.01573204],[39.09826684],[-0.64207215],23905.931728914766,3535.0827793188237,23157.53547796749,6907.889161737276
38,2026-Jan-01 00:03:05.000,0.022275330999946164,0.0,-1.3003582538971537e-06,4.366118447410614e-06,0.012589958872982351,[-0.0157499],[38.97261915],[-0.64479876],23866.25570480907,3511.345525765333,23119.58014297761,6885.689709904089
39,2026-Jan-01 00:03:10.000,0.022602489999371755,0.0,-1.2966362873803079e-06,4.36050635957944e-06,0.012594605422987284,[-0.01576737],[38.84673216],[-0.64754724],23826.315619726134,3487.4140037907364,23081.344290578985,6863.447980745405
40,2026-Jan-01 00:03:15.000,0.02368435300013516,0.0,-1.2928359934392469e-06,4.354612682765188e-06,0.012598594847895534,[-0.01578415],[38.72061176],[-0.65031357],23786.13158209001,3463.28590553913,23042.84848344328,6841.165008467602
41,2026-Jan-01 00:03:20.000,0.02239584000017203,0.0,-1.2889268952097517e-06,4.34833655880776e-06,0.01260162071589019,[-0.01579985],[38.59426433],[-0.65309633],23745.723192256628,3438.959031528432,23004.112761065535,6818.841926602141
42,2026-Jan-01 00:03:25.000,0.022049223000067286,0.0,-1.2848849774512483e-06,4.341598157709441e-06,0.012603435796350003,[-0.01581416],[38.46769667],[-0.65589742],23705.109525870575,3414.4312935944267,22965.156633277104,6796.479934587124
