Index,Time,Compute Time,Acc. S,Acc. T,Acc. N,Average Current,Max Current,V_emf,V_float,Magnetic Field North,Magnetic Field East,Magnetic Field T,Magnetic Field N
1,2026-Jan-01 00:00:00.000,0.058746520000568125,-0.0,-3.3828736789257603e-07,-5.809199257168038e-08,0.002710522015396804,[0.],[-47.09271588],[-0.5698741],24961.05000035798,4286.402009661504,4286.406252500115,-24961.049271761978
2,2026-Jan-01 00:00:05.000,0.019126729999698,-0.0,-7.530113173999144e-09,2.3727137064458657e-08,-0.0001967145731458112,[-0.],[14.44394626],[-0.57091264],24946.74679630248,4267.4892184456085,24123.41565245533,7655.87729834086
3,2026-Jan-01 00:00:10.000,0.01836171000104514,-0.0,-7.49255892441241e-09,2.3660091252017687e-08,-0.0001962626160673632,[-0.],[14.40500718],[-0.57202568],24931.31041836735,4248.507911231126,24110.644936982633,7635.238003594877
4,2026-Jan-01 00:00:15.000,0.019650299998829723,-0.0,-7.456241680751413e-09,2.3595707632691076e-08,-0.00019584161725767508,[-0.],[14.36600075],[-0.57320988],24914.763204318697,4229.454267493502,24096.724652396482,7614.563017972832
5,2026-Jan-01 00:00:20.000,0.019333079999341862,-0.0,-7.420859065663216e-09,2.3533083736910147e-08,-0.00019544388407508832,[-0.],[14.32692522],[-0.57445887],24897.127912267082,4210.3244423692695,24081.67832754376,7593.85140218782
6,2026-Jan-01 00:00:25.000,0.019146811000609887,-0.0,-7.386157037299787e-09,2.347146224751813e-08,-0.00019506291663365694,[-0.],[14.28777882],[-0.57577457],24878.427694016507,4191.11457022803,24065.52988398028,7573.102222368134
7,2026-Jan-01 00:00:30.000,0.019843500000206404,-0.0,-7.351887969863321e-09,2.3410099426396105e-08,-0.00019469231427387962,[-0.],[14.24855976],[-0.57715151],24858.686067947816,4171.8207683040455,24048.303615585362,7552.314530013953
8,2026-Jan-01 00:00:35.000,0.018322420999538735,-0.0,-7.317863460112048e-09,2.334843364326567e-08,-0.0001943271760385355,[-0.],[14.20926644],[-0.57859788],24837.926891481664,4152.439140378875,24030.024126564393,7531.487473127176
9,2026-Jan-01 00:00:40.000,0.017879359000289696,-0.0,-7.283929220558589e-09,2.328600761578677e-08,-0.00019396345599440295,[-0.],[14.16989717],[-0.58010653],24816.174333168885,4132.965780510484,24010.716344896136,7510.620166273769
10,2026-Jan-01 00:00:45.000,0.018288650999238598,-0.0,-7.249964000951478e-09,2.3222465547960586e-08,-0.0001935979415336499,[-0.],[14.13045057],[-0.58168033],24793.45284445738,4113.396776804414,23990.405439227474,7489.711867304475
11,2026-Jan-01 00:00:50.000,0.017734621000272455,-0.0,-7.215894233468324e-09,2.315760223980362e-08,-0.0001932286646448985,[-0.],[14.09092495],[-0.58331047],24769.7871311849,4093.7282152224298,23969.116882695394,7468.761683706882
12,2026-Jan-01 00:00:55.000,0.01768085100047756,-0.0,-7.181688765481962e-09,2.3091346351799146e-08,-0.00019285476784517346,[-0.],[14.05131906],[-0.58500219],24745.202124846735,4073.95618342418,23946.876304699093,7447.768956635308
13,2026-Jan-01 00:01:00.000,0.017853430001196102,-0.0,-7.14733278211774e-09,2.3023678763646985e-08,-0.00019247582575048286,[-0.],[14.01163151],[-0.58674007],24719.72295368736,4054.0767746372103,23923.709560798416,7426.732946072122
14,2026-Jan-01 00:01:05.000,0.01907423100055894,-0.0,-7.112861253832806e-09,2.295474050181451e-08,-0.0001920927507474296,[-0.],[13.97186102],[-0.58853342],24693.374913665317,4034.086091550956,23899.64265959856,7405.652973531573
15,2026-Jan-01 00:01:10.000,0.01945906000037212,-0.0,-7.078351117016003e-09,2.288480891859499e-08,-0.0001917076005470243,[-0.],[13.93200641],[-0.59038032],24666.183439340122,4013.9802502300236,23874.701736701918,7384.528413916214
