Index,Time,Compute Time,Acc. S,Acc. T,Acc. N,Average Current,Max Current,V_emf,V_float,Magnetic Field North,Magnetic Field East,Magnetic Field T,Magnetic Field N
1,2026-Jan-01 00:00:00.000,0.17229190099897096,-0.0,-2.204272740498462e-07,-3.785260929626464e-08,0.0017661699366076885,[0.],[-47.09271588],[-0.5698741],24961.05000035798,4286.402009661504,4286.406252500115,-24961.049271761978
2,2026-Jan-01 00:00:05.000,0.027500320999024552,-0.0,-1.0097772172714573e-08,3.1817745378108886e-08,-0.00026379137884623887,[-0.],[14.44394631],[-0.57091264],24946.74679630259,4267.489218445556,24123.415645554593,7655.8773200851665
3,2026-Jan-01 00:00:10.000,0.025642651000453043,-0.0,-1.00497283702699e-08,3.1735151195415224e-08,-0.0002632459751969532,[-0.],[14.40500718],[-0.57202568],24931.310418366003,4248.50791122949,24110.64493705697,7635.23800335483
4,2026-Jan-01 00:00:15.000,0.027432619001046987,-0.0,-1.0003320899095562e-08,3.1656086894240274e-08,-0.00026274182371184573,[-0.],[14.3660008],[-0.57320988],24914.763204315524,4229.454267490225,24096.724645527418,7614.563039698169
5,2026-Jan-01 00:00:20.000,0.15469744300025923,-0.0,-9.958145912608351e-09,3.1579346752227275e-08,-0.0002622686535598769,[-0.],[14.32692523],[-0.57445887],24897.12791226176,4210.3244423642955,24081.678327614234,7593.851401944126
6,2026-Jan-01 00:00:25.000,0.047163464998448035,-0.0,-9.913863196801014e-09,3.150391535866472e-08,-0.0002618177576470829,[-0.],[14.2877788],[-0.57577457],24878.42769400873,4191.114570221305,24065.529887495566,7573.102211168121
7,2026-Jan-01 00:00:30.000,0.029771601999527775,-0.0,-9.87014165303643e-09,3.1428797392664895e-08,-0.0002613805771498223,[-0.],[14.24855976],[-0.57715151],24858.686067937335,4171.820768295521,24048.303615650846,7552.314529766229
8,2026-Jan-01 00:00:35.000,0.029796684999382705,-0.0,-9.826727815652365e-09,3.1353236359131605e-08,-0.00026095051914585556,[-0.],[14.20926642],[-0.57859788],24837.926891468254,4152.4391403685,24030.024130058955,7531.48746192746
9,2026-Jan-01 00:00:40.000,0.155717925999852,-0.0,-9.783415598874732e-09,3.127662042353963e-08,-0.0002605221767073717,[-0.],[14.16989721],[-0.58010653],24816.174333152245,4132.965780498197,24010.716338110986,7510.620187903491
10,2026-Jan-01 00:00:45.000,0.029922652000095695,-0.0,-9.740041862764718e-09,3.119847045552515e-08,-0.00026009123123149137,[-0.],[14.13045051],[-0.58168033],24793.452844437375,4113.39677679016,23990.405449507285,7489.711834303018
11,2026-Jan-01 00:00:50.000,0.029007697999986704,-0.0,-9.696508872843003e-09,3.1118512596210887e-08,-0.0002596550615400169,[-0.],[14.09092495],[-0.58331047],24769.787131161313,4093.728215206143,23969.116882718674,7468.761683545011
12,2026-Jan-01 00:00:55.000,0.03434015700076998,-0.0,-9.652774060917117e-09,3.1036648345585666e-08,-0.0002592124998272707,[-0.],[14.05131908],[-0.58500219],24745.202124819418,4073.9561834058063,23946.87630131055,7447.768967429702
13,2026-Jan-01 00:01:00.000,0.1559418300003017,-0.0,-9.608819152353507e-09,3.0952856430855915e-08,-0.0002587630179354421,[-0.],[14.01163151],[-0.58674007],24719.72295365619,4054.0767746166994,23923.70956082931,7426.732945857648
14,2026-Jan-01 00:01:05.000,0.02788149400112161,-0.0,-9.56469004817027e-09,3.086732191241641e-08,-0.00025830781114221226,[-0.],[13.97186102],[-0.58853342],24693.37491363026,4034.0860915282447,23899.642659603735,7405.652973385613
15,2026-Jan-01 00:01:10.000,0.02981058200020925,-0.0,-9.520490360570674e-09,3.078041751763256e-08,-0.0002578496507062405,[-0.],[13.93200641],[-0.59038032],24666.183439300992,4013.980250205039,23874.70173671064,7384.528413743751
16,2026-Jan-01 00:01:15.000,0.029109858000083477,-0.0,-9.4763312107793e-09,3.0692542384383964e-08,-0.0002573915410808482,[-0.],[13.8920666],[-0.59228485],24638.17407468595,3993.7553840151177,23848.913026044826,7363.358695461346
17,2026-Jan-01 00:01:20.000,0.15444167699934042,-0.0,-9.432349723056227e-09,3.0604182410707515e-08,-0.0002569372290468706,[-0.],[13.85204054],[-0.59423495],24609.372444135686,3973.4076475685165,23822.30284356705,7342.143260473611
18,2026-Jan-01 00:01:25.000,0.02836432500043884,-0.0,-9.388706393150898e-09,3.05159020931474e-08,-0.00025649114091846415,[-0.],[13.8119273],[-0.59623327],24579.804223274426,3952.933220661964,23794.89754217132,7320.881617611478
19,2026-Jan-01 00:01:30.000,0.02950102900103957,-0.0,-9.345584137555713e-09,3.0428341914406423e-08,-0.00025605836615732894,[-0.],[13.77172611],[-0.59828624],24549.495110052474,3932.328312225102,23766.723478748165,7299.573357281786
20,2026-Jan-01 00:01:35.000,0.02864938699894992,-0.0,-9.30312601722451e-09,3.034201619068832e-08,-0.0002556429595248015,[-0.],[13.73143617],[-0.60038372],24518.470795955618,3911.589164264034,23737.80701576071,7278.218054209279
21,2026-Jan-01 00:01:40.000,0.15455619699969247,-0.0,-9.261527692898792e-09,3.025761355962036e-08,-0.0002552504715120593,[-0.],[13.69105679],[-0.60253154],24486.75693741672,3890.712055797851,23708.17446908484,7256.815345362628
22,2026-Jan-01 00:01:45.000,0.029211213000962744,-0.0,-9.220916972875037e-09,3.0175603815800236e-08,-0.0002548846385526929,[-0.],[13.65058755],[-0.6047221],24454.379127472836,3869.693306783985,23677.85205663696,7235.365006878417
23,2026-Jan-01 00:01:50.000,0.031176167000012356,-0.0,-9.181446033302178e-09,3.009653910157433e-08,-0.0002545499195953279,[-0.],[13.61002795],[-0.6069574],24421.3628677097,3848.5292820281984,23646.865926668102,7213.8667715145475
24,2026-Jan-01 00:01:55.000,0.029654670999661903,-0.0,-9.143207391675548e-09,3.002077802566448e-08,-0.0002542491659511225,[-0.],[13.56937764],[-0.60923027],24387.733540535613,3827.2163950751415,23615.242090065105,7192.320460499181
25,2026-Jan-01 00:02:00.000,0.15333237100094266,-0.0,-9.106289358215427e-09,2.994866632093474e-08,-0.00025398514358936124,[-0.],[13.52863648],[-0.61154886],24353.516381823483,3805.7511120755125,23583.006389818784,7170.725995641946
26,2026-Jan-01 00:02:05.000,0.029354587000852916,-0.0,-9.0707591776812e-09,2.988048161903558e-08,-0.00025376006386799077,[-0.],[13.48780434],[-0.61390651],24318.73645395975,3784.129955625835,23550.184503878263,7149.083302879308
27,2026-Jan-01 00:02:10.000,0.028131324999776552,-0.0,-9.036624086080573e-09,2.981630383112994e-08,-0.0002535744782003762,[-0.],[13.4468813],[-0.61630486],24283.418619336815,3762.3495085771146,23516.801882221676,7127.392433350309
28,2026-Jan-01 00:02:15.000,0.03015477299959457,-0.0,-9.003866387927148e-09,2.9756129964173412e-08,-0.0002534282439593759,[-0.],[13.4058675],[-0.61873753],24247.587514324456,3740.406417808548,23482.883753827584,7105.653456187347
29,2026-Jan-01 00:02:20.000,0.16406020700014778,-0.0,-8.9724549444389e-09,2.9699911340985566e-08,-0.00025332083692522923,[-0.],[13.36476317],[-0.62120742],24211.267523752857,3718.2973979626236,23448.455090768442,7083.866493846483
30,2026-Jan-01 00:02:25.000,0.030764504999751807,-0.0,-8.942303459498141e-09,2.9647414626594122e-08,-0.0002532501613665996,[-0.],[13.32356878],[-0.62370924],24174.482755939924,3696.019235138146,23413.54056132438,7062.031795946972
31,2026-Jan-01 00:02:30.000,0.029262542999276775,-0.0,-8.913315316997168e-09,2.9598369562342808e-08,-0.0002532138015472352,[-0.],[13.28228492],[-0.62624499],24137.25701829274,3673.5687905376076,23378.164524591637,7040.149677887486
32,2026-Jan-01 00:02:35.000,0.0280546529993444,-0.0,-8.885357495208392e-09,2.9552382189556056e-08,-0.0002532082750464053,[-0.],[13.24091223],[-0.62881317],24099.613793510645,3650.9430040655557,23342.351022406365,7018.220469753588
33,2026-Jan-01 00:02:40.000,0.027215665999392513,-0.0,-8.858272738268768e-09,2.950897396944705e-08,-0.0002532293599565263,[-0.],[13.19945153],[-0.63141191],24061.576216416972,3628.138897874712,23306.12372476325,6996.244621705423
34,2026-Jan-01 00:02:45.000,0.15480268800092745,-0.0,-8.831893241309421e-09,2.9467626844828825e-08,-0.00025327247565169633,[-0.],[13.15790391],[-0.63403761],24023.167051443845,3605.1535798566465,23269.50590979582,6974.222697183375
35,2026-Jan-01 00:02:50.000,0.03019641599894385,-0.0,-8.806031751190452e-09,2.9427753815943557e-08,-0.00025333242546924246,[-0.],[13.11627039],[-0.63669002],23984.408670792156,3581.9842470738927,23232.52048089393,6952.15524414549
36,2026-Jan-01 00:02:55.000,0.028901916000904748,-0.0,-8.780494223410811e-09,2.9388739987230412e-08,-0.0002534037455299789,[-0.],[13.07455231],[-0.63936876],23945.323033287936,3558.628189130545,23195.189894108,6930.042967634064
