Index,Time,Compute Time,Acc. S,Acc. T,Acc. N,Average Current,Max Current,V_emf,V_float,Magnetic Field North,Magnetic Field East,Magnetic Field T,Magnetic Field N
1,2026-Jan-01 00:00:00.000,0.038129731000481115,0.0,-1.4466708070750532e-08,-9.871093936199465e-08,0.003375026970834247,[0.0062604],[-9.41854318],[-0.5698741],24961.05000035798,4286.402009661504,-4286.397766822769,-29247.452010019064
2,2026-Jan-01 00:00:05.000,0.02377210299982835,0.0,7.457271995838931e-08,1.1837316523966812e-08,0.0029479420751138473,[-0.02032916],[2.88878926],[-0.57091264],24946.74679630143,4267.489218445555,25296.535026221423,4015.450854308141
3,2026-Jan-01 00:00:10.000,0.024197177999667474,0.0,7.424572956838617e-08,1.1780856078290159e-08,0.002937092886668886,[-0.02030559],[2.88100144],[-0.57202568],24931.310418360248,4248.507911226818,25278.645392993414,4011.060096792327
4,2026-Jan-01 00:00:15.000,0.02319469600024604,0.0,7.39270274933707e-08,1.1726440981685601e-08,0.0029266844238182103,[-0.02028496],[2.87320015],[-0.57320988],24914.76320430262,4229.454267483672,25259.651123206524,4006.7322893621217
5,2026-Jan-01 00:00:20.000,0.023358973000540573,0.0,7.361378819334187e-08,1.1673609366483884e-08,0.0029166018677820203,[-0.02026653],[2.86538505],[-0.57445887],24897.127912238568,4210.324442352592,25239.573836425858,4002.4692761241627
6,2026-Jan-01 00:00:25.000,0.023033304999444226,0.0,7.330359468804158e-08,1.1621964994907273e-08,0.002906746319807131,[-0.0202496],[2.85755576],[-0.57577457],24878.427693971786,4191.114570203134,25218.43553685326,3998.2728852920386
7,2026-Jan-01 00:00:30.000,0.02318568700047763,0.0,7.299414276252954e-08,1.1571130471810486e-08,0.002897023083872724,[-0.02023355],[2.84971195],[-0.57715151],24858.686067882805,4171.820768269533,25196.25859002524,3994.145071271667
8,2026-Jan-01 00:00:35.000,0.022920186999726866,0.0,7.268360855464028e-08,1.1520804893929669e-08,0.0028873562498943147,[-0.02021784],[2.84185329],[-0.57859788],24837.92689139187,4152.439140333281,25173.065691945947,3990.087781634623
9,2026-Jan-01 00:00:40.000,0.022833034000541375,0.0,7.23706181545404e-08,1.147075891728594e-08,0.0028776875394970745,[-0.02020208],[2.83397944],[-0.58010653],24816.174333049377,4132.965780452291,25148.879842315473,3986.1029941043053
10,2026-Jan-01 00:00:45.000,0.022803676999501477,0.0,7.205404851713629e-08,1.1420803301683985e-08,0.002867968443040533,[-0.02018593],[2.8260901],[-0.58168033],24793.45284430301,4113.396776732078,25123.72431850986,3982.1928059905695
11,2026-Jan-01 00:00:50.000,0.023404049000419036,0.0,7.173333591939902e-08,1.1370837280730241e-08,0.002858172542388499,[-0.0201692],[2.81818499],[-0.58331047],24769.787130990193,4093.7282151343525,25097.62264368174,3978.3592880043316
12,2026-Jan-01 00:00:55.000,0.024012648000280024,0.0,7.140823271755334e-08,1.1320810144427543e-08,0.002848285913375629,[-0.02015179],[2.81026381],[-0.58500219],24745.20212460588,4073.956183318714,25070.598559722646,3974.6045476911945
13,2026-Jan-01 00:01:00.000,0.022924523999790836,0.0,7.107880518794485e-08,1.1270720927615533e-08,0.0028383071039079343,[-0.02013371],[2.8023263],[-0.58674007],24719.722953394266,4054.076774512676,25042.6759986894,3970.930739699518
14,2026-Jan-01 00:01:05.000,0.023095372000170755,0.0,7.074543291668356e-08,1.1220618277955771e-08,0.002828247180935632,[-0.02011503],[2.7943722],[-0.58853342],24693.374913313644,4034.0860914056075,25013.879053272773,3967.34003788304
15,2026-Jan-01 00:01:10.000,0.023090437000064412,0.0,7.040899501369783e-08,1.1170630152591034e-08,0.0028181372619082417,[-0.02009596],[2.78640128],[-0.59038032],24666.18343892324,4013.9802500620945,24984.23194831251,3963.8346590070205
16,2026-Jan-01 00:01:15.000,0.023187746000076004,0.0,7.007038659005591e-08,1.1120887284567604e-08,0.0028080092685278547,[-0.02007672],[2.77841333],[-0.59228485],24638.17407424018,3993.7553838500917,24953.759011910766,3960.4168722697673
17,2026-Jan-01 00:01:20.000,0.023351388000264706,0.0,6.97307966541819e-08,1.107156706563953e-08,0.002797907096736666,[-0.02005766],[2.77040811],[-0.59423495],24609.37244361484,3973.4076473796176,24922.484644151435,3957.0888820979194
18,2026-Jan-01 00:01:25.000,0.023401841999657336,0.0,6.939149038778339e-08,1.1022859687230438e-08,0.0027878779599409933,[-0.0200391],[2.76238546],[-0.59623327],24579.804222671253,3952.933220447356,24890.433291869092,3953.8530185387817
19,2026-Jan-01 00:01:30.000,0.02319424799952685,0.0,6.90538725414839e-08,1.0974978023596965e-08,0.0027779749783016666,[-0.02002142],[2.75434522],[-0.59828624],24549.49510935942,3932.3283119829102,24857.62941741845,3950.7116188305586
20,2026-Jan-01 00:01:35.000,0.023680760000388545,0.0,6.871915501337421e-08,1.092810472787076e-08,0.0027682438445154347,[-0.02000498],[2.74628723],[-0.60038372],24518.470795164958,3911.589163992345,24824.097468697928,3947.6669475927843
21,2026-Jan-01 00:01:40.000,0.02333980599996721,0.0,6.83888338539005e-08,1.0882468696823049e-08,0.002758742031585311,[-0.0199902],[2.73821136],[-0.60253154],24486.7569365205,3890.7120554947032,24789.861854028026,3944.7213883095246
22,2026-Jan-01 00:01:45.000,0.02317106399914337,0.0,6.80639837554351e-08,1.0838232661142912e-08,0.0027495103907166714,[-0.0199774],[2.73011751],[-0.6047221],24454.379126462885,3869.6933064473974,24754.94691172778,3941.8773239543502
23,2026-Jan-01 00:01:50.000,0.023286020000341523,0.0,6.77457954575137e-08,1.0795578564532761e-08,0.0027405947885528873,[-0.01996693],[2.72200558],[-0.6069574],24421.36286657775,3848.5292816561528,24719.376881427048,3939.1370842652495
24,2026-Jan-01 00:01:55.000,0.02346043500074302,0.0,6.743507167836874e-08,1.0754627758324793e-08,0.0027320257332218876,[-0.01995904],[2.71387553],[-0.60923027],24387.73353927322,3827.2163946655837,24683.17587874339,3936.5030964191615
25,2026-Jan-01 00:02:00.000,0.02392020300067088,0.0,6.713248525387767e-08,1.071548158835909e-08,0.0027238287450824707,[-0.01995393],[2.70572729],[-0.61154886],24353.516380422003,3805.751111626345,24646.36786548233,3933.977717103009
26,2026-Jan-01 00:02:05.000,0.022727761000169266,0.0,6.683864109743809e-08,1.0678231682545022e-08,0.0027160268432214136,[-0.0199518],[2.69756087],[-0.61390651],24318.736452410434,3784.1299551349466,24608.976624900515,3931.563382444273
