Index,Time,Distance,Latitude,Longitude,Altitude,x,y,z,"Semi-Major Axis, a","Eccentricity, e","Inclination, i",RAAN,Arg. Peri.,True Anomaly,"Semi-Major Axis, a",f,g,h,k,L
1,2026-Jan-01 00:00:00.000,0.0,0.0,-180.0,620.862999999999,6998999.999999999,0.0,0.0,6999000.0,0.0,97.9,0.0,0.0,0.0,6999000.0,0.0,0.0,1.1483429368947748,0.0,0.0
2,2026-Jan-01 00:00:05.000,0.0008970602848135657,0.30596103764608173,179.93665366990226,620.8636128778113,6998898.287400737,-5186.163788266384,37374.67477140453,6998999.951227713,6.968465023619718e-09,97.89999863784875,0.0,180.0,-179.69110737858517,6998999.951227713,-6.968465023619718e-09,0.0,1.1483429093324613,0.0,0.005391193278805016
3,2026-Jan-01 00:00:10.000,0.0017943934887600717,0.6119219062186705,179.8733049184598,620.8654514390798,6998593.152560786,-10372.176827639943,74748.26312097667,6998999.961801987,5.45766664303802e-09,97.89999864471903,3.7394228678289076e-11,179.91449073820263,-179.29670549644405,6998999.961801987,-5.457660565076053e-09,8.14511777836972e-12,1.1483429094714772,7.494687693019944e-13,0.010782386539569309
4,2026-Jan-01 00:00:15.000,0.0026877587174398564,0.9178824389743915,179.8099513234898,620.8685154671855,6998084.604348704,-15557.888409176574,112119.67894777085,6998999.972357321,3.949703355666713e-09,97.89999865157405,1.1201878595162435e-10,179.64595665866966,-178.71927879632867,6998999.972357321,-3.9496279505705845e-09,2.440593854980593e-11,1.1483429096101845,2.2451213629324543e-12,0.016173579805148323
5,2026-Jan-01 00:00:20.000,0.0035742524563523816,1.223842467795767,179.74659046189473,620.8728046009205,6997372.657545238,-20743.147810699906,149487.83605547794,6998999.982894594,2.4447712104916603e-09,97.8999986584146,2.237247576703856e-10,178.85730326025663,-177.62173277709496,6998999.982894594,-2.4442850154300585e-09,4.875484584054725e-11,1.1483429097485989,4.48397318946241e-12,0.02156477307553328
6,2026-Jan-01 00:00:25.000,0.004453809353187342,1.5298018244505227,179.6832199089347,620.8783183345339,6996457.332842894,-25927.804323176857,186851.64834250466,6998999.993414317,9.450938744053234e-10,97.89999866524123,3.7237289298816037e-10,175.0733562772293,-173.528893173009,6998999.993414317,-9.416021946823086e-10,8.116488408126409e-11,1.1483429098867315,7.463233332907673e-12,0.02695596635071546
7,2026-Jan-01 00:00:30.000,0.0053268377325845565,1.835760340553234,179.61983723767864,620.8850560177807,6995338.656845333,-31111.707255097615,224210.0298335399,6999000.003916655,5.714895807978158e-10,97.89999867205424,5.578287348620885e-10,12.286052233084298,-10.432696507567865,6999000.003916655,5.584009860499602e-10,1.216087157192909e-10,1.1483429100245888,1.1180206956440873e-11,0.03234715963068597
8,2026-Jan-01 00:00:35.000,0.006193885530912486,2.141717847526895,179.55644001845448,620.8930168560306,6994016.662066607,-36294.70593685528,261561.8947111179,6999000.014401465,2.0626834680066764e-09,97.89999867885375,7.799584665425037e-10,4.729112637567749,-2.5668642905180263,6999000.014401465,2.0556613184809548e-09,1.7005773398817191e-10,1.1483429101621727,1.5632212056222024e-11,0.03773835291543551
9,2026-Jan-01 00:00:40.000,0.007055557287454019,2.4476741765644,179.49302581829835,620.9021999103325,6992491.386930198,-41476.649725124815,298906.15734717593,6999000.024868317,3.5572917751421973e-09,97.89999868563967,1.0386249922010066e-09,3.6503052774780143,-1.1791643086582875,6999000.024868317,3.5500747918887366e-09,2.2648122547016587e-10,1.148342910299482,2.0816500907916834e-11,0.0431295462049542
10,2026-Jan-01 00:00:45.000,0.007912485953922218,2.7536291585899115,179.42959220040177,620.9126040975591,6990762.875767923,-46657.38800724129,336241.7323346082,6999000.03531661,5.04989559159166e-09,97.89999869241186,1.3336870562885532e-09,3.3017486993484537,-0.5217151085224718,6999000.03531661,5.04151306417298e-09,2.908461960384814e-10,1.1483429104365128,2.6730242416550225e-11,0.048520739499231434
11,2026-Jan-01 00:00:50.000,0.00876532141832558,3.059582624220106,179.3661367235572,620.924228190517,6988831.178818622,-51836.7702055772,373567.5345188116,6999000.045745567,6.5399117974473655e-09,97.89999869916994,1.6649967051385077e-09,3.1828818569630237,-0.09395564389504536,6999000.045745567,6.529823311822172e-09,3.6311683350533897e-10,1.1483429105732588,3.337047124102878e-11,0.053911932798255784
12,2026-Jan-01 00:00:55.000,0.009614724356659853,3.365534403725268,179.30265694160155,620.9370708181058,6986696.352226707,-57014.645781919004,410882.47902922594,6999000.056154359,8.027092894122787e-09,97.89999870591362,2.032400962176518e-09,3.1654746646309473,0.2323441709142172,6999000.056154359,8.01484531532469e-09,4.4325489539813954e-10,1.148342910709713,4.073412136930796e-11,0.05930312610201495
13,2026-Jan-01 00:01:00.000,0.010461362868175448,3.6714843269902167,179.23915040285735,620.9511304655028,6984358.45804055,-62190.86424184254,448185.4813108652,6999000.0665421,9.51125753490346e-09,97.8999987126425,2.4357409184172036e-09,3.201730487897273,0.5049809703596707,6999000.0665421,9.496411201519264e-09,5.312195279893877e-10,1.1483429108458678,4.881800788979485e-11,0.06469431941049572
14,2026-Jan-01 00:01:05.000,0.011305909852279835,3.9774322234750588,179.1756146495712,620.9664054743229,6981817.564210645,-67365.27513908688,485475.45715584,6999000.0769079635,1.0992256884790787e-08,97.89999871935623,2.87485577575353e-09,3.269768573285225,0.7458355079174469,6999000.0769079635,1.097436204683374e-08,6.26968170041828e-10,1.1483429109817163,5.761890802842851e-11,0.07008551272368406
15,2026-Jan-01 00:01:10.000,0.012149041765641399,4.283377922175718,179.11204721734907,620.9828940428383,6979073.744587655,-72537.72807992726,522751.3227348695,6999000.087251143,1.2469954604529566e-08,97.89999872605449,3.349581762136567e-09,3.3581547049121525,0.9663419994695068,6999000.087251143,1.2448542138688525e-08,7.304563370415913e-10,1.1483429111172514,6.713353940631692e-11,0.07547670604156508
16,2026-Jan-01 00:01:15.000,0.012991436060656808,4.589321251584263,179.04844563458906,621.0005942262057,6976127.0789202675,-77708.07272754627,560011.9946287841,6999000.097570963,1.3944237729074183e-08,97.899998732737,3.859757863560433e-09,3.4603313995519023,1.1730579282412703,6999000.097570963,1.3918814957452246e-08,8.416388923639237e-10,1.1483429112524681,7.735867492227003e-11,0.08086789936412316
17,2026-Jan-01 00:01:20.000,0.013833770720897604,4.895262039648972,178.98480742190995,621.01950393668,6972977.652852856,-82876.15880640333,597256.3898600134,6999000.1078668665,1.541501231544983e-08,97.8999987394036,4.405226795057718e-09,3.572268479666326,1.3700134717701111,6999000.1078668665,1.5385060985546784e-08,9.604702788093549e-10,1.1483429113873627,8.829116221384416e-11,0.08625909269134203
18,2026-Jan-01 00:01:25.000,0.0146767219860455,5.2012001137341555,178.9211300915767,621.0396209439095,6969625.557923022,-88041.83610660309,634483.4259240659,6999000.118138511,1.688221658066829e-08,97.89999874605424,4.985842169931366e-09,3.691353804817,1.5598207704936422,6999000.118138511,1.684719180773241e-08,1.086906099930153e-09,1.1483429115219344,9.992806734570271e-11,0.091650286023205
19,2026-Jan-01 00:01:30.000,0.015520963679507553,5.507135300579666,178.85741114692146,621.0609428751767,6966070.891558902,-93204.95448826047,671692.0208209889,6999000.12838573,1.8345814877463914e-08,97.89999875268897,5.601469170933006e-09,3.8158208532729945,1.7442463461419502,6999000.12838573,1.830514459636062e-08,1.2209032822078318e-09,1.1483429116561843,1.1226668826161711e-10,0.097041479359695
20,2026-Jan-01 00:01:35.000,0.0163671656656042,5.813067426260146,178.79364808176024,621.0834672157048,6962313.757076362,-98365.36388586575,708881.093086821,6999000.138608545,1.980579878856875e-08,97.89999875930802,6.251987620908946e-09,3.9444333706951404,1.924526453053331,6999000.138608545,1.9758883453690154e-08,1.3624207561398996e-09,1.1483429117901165,1.253046163274743e-10,0.10243267270079469
21,2026-Jan-01 00:01:40.000,0.017215993931540774,6.118996316143905,178.7298383798055,621.1071913089631,6958354.263675976,-103522.91431264541,746049.5618250219,6999000.148807196,2.1262191397446947e-08,97.89999876591166,6.937296648959799e-09,4.076301937761118,2.1015505105492114,6999000.148807196,2.1208403785620478e-08,1.5114204867428275e-09,1.1483429119237374,1.3903982985215024e-10,0.1078238660464867
22,2026-Jan-01 00:01:45.000,0.018068107521960263,6.4249217948514925,178.66597951407334,621.1321123570036,6954192.526439859,-108677.45586492213,783196.3467378911,6999000.158982129,2.2715045623216048e-08,97.89999877250037,7.657316981755084e-09,4.210771742349816,2.275973330749788,6999000.158982129,2.2653730687841e-08,1.6678679766568212e-09,1.148342912057056,1.5347074001087337e-10,0.11321505939675372
23,2026-Jan-01 00:01:50.000,0.018924159070684815,6.730843686213865,178.60206894628573,621.1582274207948,6949828.666328334,-113828.83872647175,820320.3681579668,6999000.169133981,2.4164441792735974e-08,97.89999877907474,8.411992629137524e-09,4.3473513493571385,2.4482863487582307,6999000.169133981,2.4094916532409522e-08,1.8317326362608775e-09,1.1483429121900843,1.6859622462872115e-10,0.11860625275157861
24,2026-Jan-01 00:01:55.000,0.019784794288383537,7.036761813230216,178.53810412626723,621.1855334205795,6945262.810176392,-118976.91317287792,857420.547079406,6999000.179263568,2.5610485761885908e-08,97.89999878563543,9.201292577096785e-09,4.485666048947004,2.6188642744096895,6999000.179263568,2.5532039076854243e-08,2.0029881521738387e-09,1.1483429123228361,1.8441566211181803e-10,0.12399744611094454
25,2026-Jan-01 00:02:00.000,0.020650650307321224,7.342675998025344,178.4740824913359,621.2140271362681,6940495.090690024,-124121.52957588375,894495.8051893481,6999000.189371856,2.7053305322438386e-08,97.89999879218324,1.0025211288270789e-08,4.625426234289124,2.7879967145335125,6999000.189371856,2.6965197855154643e-08,2.181612591968742e-09,1.1483429124553273,2.0092894147856534e-10,0.12938863947483503
26,2026-Jan-01 00:02:05.000,0.021522354767612183,7.648586061806618,178.41000146568794,621.2437052078192,6935525.646442358,-129262.538407741,931545.0648992537,6999000.199459897,2.8493040132772863e-08,97.89999879871901,1.08837649147642e-08,4.7664048838493205,2.9559106906629378,6999000.199459897,2.8394504135172053e-08,2.367587575043892e-09,1.1483429125875746,2.1813638645556864e-10,0.13477983284323394
27,2026-Jan-01 00:02:10.000,0.02240052682584202,7.954491824820483,178.34585845977645,621.2745641356688,6930354.621869635,-134399.79024555627,968567.2493762268,6999000.209528864,2.992984726022984e-08,97.89999880524365,1.177699592521726e-08,4.90842290896297,3.12278529146165,6999000.209528864,2.982008638375764e-08,2.560899272896112e-09,1.1483429127195968,2.3603884821503956e-10,0.14017102621612562
28,2026-Jan-01 00:02:15.000,0.0232857751100818,8.260393106308499,178.28165086968275,621.3066002811491,6924982.167267002,-139533.13577563365,1005561.2825743136,6999000.21957995,3.136388684105128e-08,97.8999988117581,1.2704965630711336e-08,5.051336855394065,3.288763971164721,6999000.21957995,3.1242075993975816e-08,2.7615367759473085e-09,1.1483429128514124,2.546375555762687e-10,0.14556221959349483
29,2026-Jan-01 00:02:20.000,0.024178698208854158,8.566289724462854,178.21737607648112,621.3398098669304,6919408.438784152,-144662.425797815,1042526.0892657749,6999000.229614376,3.2795322916824366e-08,97.89999881826326,1.3667755090502987e-08,5.195031054867353,3.4539623980464693,6999000.229614376,3.266060809014459e-08,2.969492279964231e-09,1.1483429129830407,2.739341331586786e-10,0.15095341297532666
30,2026-Jan-01 00:02:25.000,0.02507988265267025,8.87218149638137,178.15303144559593,621.374188977506,6913633.598420787,-149787.51122981592,1079460.5950723412,6999000.239633335,3.4224315489817296e-08,97.8999988247601,1.4665459994350396e-08,5.339410963243169,3.6184751162456297,6999000.239633335,3.407581363178101e-08,3.1847599719092885e-09,1.1483429131145002,2.939304988115434e-10,0.15634460636160658
31,2026-Jan-01 00:02:30.000,0.025989905669945447,9.17806823802197,178.08861432615112,621.4097335596466,6907657.814021893,-154908.24311155916,1116363.7264964355,6999000.249637964,3.565101684258985e-08,97.89999883124946,1.5698187641562113e-08,5.484398402096138,3.782380304186651,6999000.249637964,3.548781576261794e-08,3.4073353678660608e-09,1.1483429132458087,3.1462880306698177e-10,0.16173579975232028
32,2026-Jan-01 00:02:35.000,0.026909330783870263,9.483949764156563,178.02412205031163,621.4464394229223,6901481.259272887,-160024.47260950398,1153234.4109523783,6999000.259629296,3.707556389444395e-08,97.8999988377322,1.676605046561995e-08,5.629927470321813,3.945743862973054,6999000.259629296,3.689672225338328e-08,3.6372139128303667e-09,1.148342913376983,3.3603129935808735e-10,0.16712699314745352
33,2026-Jan-01 00:02:40.000,0.027838711549820205,9.78982588832432,177.9595519326162,621.4843022402003,6895104.113694547,-165136.05102097162,1190071.5767975582,6999000.269608243,3.849807678825302e-08,97.89999884420901,1.7869163434021666e-08,5.775941866589138,4.108622093934966,6999000.269608243,3.830262413085531e-08,3.874390414587351e-09,1.1483429135080374,3.5814029190562666e-10,0.17251818654699214
34,2026-Jan-01 00:02:45.000,0.0287785873221774,10.09569642278434,177.89490126930167,621.5233175481875,6888526.562637811,-170242.82977846795,1226874.1533635822,6999000.279575561,3.99186531790136e-08,97.89999885068056,1.9007637759999727e-08,5.922392349421381,4.27106423854818,6999000.279575561,3.970559007080095e-08,4.118857700368585e-09,1.1483429136389853,3.80958009686013e-10,0.1779093799509217
35,2026-Jan-01 00:02:50.000,0.029729485916610527,10.40156117846768,177.83016733761778,621.5634807479745,6881748.797278375,-175344.66045400087,1263641.0709873915,6999000.289531846,4.133736779515409e-08,97.89999885714737,2.0181578294347145e-08,6.06923516792618,4.433114047704118,6999000.289531846,4.110566601978675e-08,4.370606056554545e-09,1.1483429137698373,4.0448655415732813e-10,0.1833005733592276
36,2026-Jan-01 00:02:55.000,0.03069192179563571,10.707419964928688,177.76534739513272,621.6047871055911,6874771.014611145,-180441.39476339347,1300371.2610423507,6999000.299477492,4.275426721413124e-08,97.89999886360982,2.1391076703646013e-08,6.216430327062388,4.594811516442966,6999000.299477492,4.250287010508567e-08,4.629621782343862e-09,1.1483429139006012,4.287277625348892e-10,0.18869176677189467
37,2026-Jan-01 00:03:00.000,0.03166639592603219,11.013272590295635,177.70043867902862,621.6472317526061,6867593.417444512,-185532.88457059578,1337063.6559693096,6999000.309412693,4.416936849315069e-08,97.8999988700682,2.2636207346435752e-08,6.363940504424466,4.756193967169286,6999000.309412693,4.389719136951201e-08,4.89588632958048e-09,1.1483429140312824,4.536831251399089e-10,0.19408296018890717
38,2026-Jan-01 00:03:05.000,0.0326533964799815,11.319118861220648,177.63543840538676,621.6908096867055,6860216.214394454,-190618.9818919882,1373717.1893076294,6999000.319337423,4.558265834594459e-08,97.8999988765226,2.3917023485559128e-08,6.511730209822544,4.917296890071947,6999000.319337423,4.528858905613604e-08,5.169375512336762e-09,1.1483429141618835,4.793537094859512e-10,0.19947415361024856
39,2026-Jan-01 00:03:10.000,0.033653395070185346,11.62495858282882,177.57034376846212,621.7355157723185,6852639.619878475,-195699.53890068323,1410330.795726177,6999000.329251447,4.699409306535738e-08,97.89999888297304,2.5233553997027787e-08,6.659765164898475,5.078154563508069,6999000.329251447,4.667699263702701e-08,5.450058843571955e-09,1.148342914292404,5.057400943168139e-10,0.20486534703590137
40,2026-Jan-01 00:03:15.000,0.0346668514499387,11.930791558666625,177.50515193994647,621.7813447412411,6844863.854109369,-200774.4079308224,1446903.4110542915,6999000.339154296,4.840359620652883e-08,97.89999888941931,2.658579791852654e-08,6.808011564416,5.238800792712843,6999000.339154296,4.80622996487213e-08,5.737898413288296e-09,1.1483429144228405,5.32842260345662e-10,0.210256540465847
41,2026-Jan-01 00:03:20.000,0.035694209369736205,12.236617590649434,177.43986006822067,621.8282911932831,6836889.143088829,-205843.44148186673,1483433.9723127126,6999000.349045326,4.981106622944984e-08,97.89999889586115,2.797372848001876e-08,6.956436454456509,5.399268531603775,6999000.349045326,4.944438332404058e-08,6.032849792591859e-09,1.1483429145531874,5.606596710378906e-10,0.2156477339000657
42,2026-Jan-01 00:03:25.000,0.036735896235667094,12.542436479008202,177.3744652775941,621.8763495969381,6828715.718600871,-210906.4922228849,1519921.417744473,6999000.358923664,5.121636899266197e-08,97.89999890229812,2.9397282780780147e-08,7.105006589932722,5.559591025267,6999000.358923664,5.082308533530579e-08,6.334859887379684e-09,1.1483429146834356,5.891910657144696e-10,0.22103892733853636
43,2026-Jan-01 00:03:30.000,0.03779232464624244,12.848248022235346,177.30896466753222,621.9255142900375,6820343.818205088,-215963.41299683452,1556364.6868457613,6999000.368788252,5.2619344093403256e-08,97.89999890872966,3.085636477665168e-08,7.2536888091991205,5.719801435346837,6999000.368788252,5.219822214956538e-08,6.643867642013511e-09,1.148342914813574,6.184345194235559e-10,0.22643012078123642
44,2026-Jan-01 00:03:35.000,0.03886389200478495,13.154052017029583,177.24335531187123,621.9757794804713,6811773.685229769,-221014.05682483892,1592762.720396742,6999000.378637837,5.4019804085813226e-08,97.89999891515508,3.235084154948259e-08,7.402449689736178,5.879933184361564,6999000.378637837,5.356958438707446e-08,6.95980330654191e-09,1.1483429149435884,6.483873681713079e-10,0.23182131422814176
45,2026-Jan-01 00:03:40.000,0.039950977939902516,13.45984825823995,177.17763425801914,622.0271392468912,6803005.568764812,-226058.27691046006,1629114.460492345,6999000.388471015,5.541753950355212e-08,97.89999892157358,3.388054571071533e-08,7.551255847423686,6.0400196564300845,6999000.388471015,5.493694186730462e-08,7.282589024251827e-09,1.148342915073463,6.790462570954123e-10,0.23721250767922664
46,2026-Jan-01 00:03:45.000,0.04105394639449165,13.76563653880878,177.1117985261434,622.0795875394177,6794039.723654482,-231095.9266439639,1665418.850573009,6999000.398286246,5.6812322092075244e-08,97.89999892798429,3.544527652993112e-08,7.700074061319195,6.20009407249348,6999000.398286246,5.630004688581593e-08,7.61213913092956e-09,1.1483429152031799,7.104071630838042e-10,0.2426037011344637
47,2026-Jan-01 00:03:50.000,0.04217314272307557,14.071416649713656,177.0458451083438,622.1331181804072,6784876.410490014,-236126.85960658168,1701674.8354553918,6999000.408081843,5.820390272091674e-08,97.89999893438623,3.704479527464425e-08,7.8488708594333785,6.360189904539645,6999000.408081843,5.765863228595891e-08,7.948359255753113e-09,1.1483429153327191,7.424653013731237e-10,0.2479948945938238
