Index,Time,Compute Time,Acc. S,Acc. T,Acc. N,Average Current,Max Current,V_emf,V_float,Magnetic Field North,Magnetic Field East,Magnetic Field T,Magnetic Field N
1,2026-Jan-01 00:00:00.000,0.02028028200038534,0.0,-2.2140781414086814e-06,-1.5107357671866784e-05,0.05165358564120928,[0.00900279],[-94.18543176],[-0.56280167],24961.05000035798,4286.402009661504,-4286.397766822769,-29247.452010019064
2,2026-Jan-01 00:00:05.000,0.01167978299963579,0.0,5.421144911741799e-06,8.605265230740141e-07,0.021430385260101135,[-0.02933871],[28.88789162],[-0.56386249],24946.746796096308,4267.489218460029,25296.53501766405,4015.4505513073213
3,2026-Jan-01 00:00:10.000,0.012243956000020262,0.0,5.4238890597924265e-06,8.606293262756707e-07,0.02145640708621008,[-0.02940268],[28.81001359],[-0.56499697],24931.31041797922,4248.507911284052,25278.645385500404,4011.059833166535
4,2026-Jan-01 00:00:15.000,0.010157155000342755,0.0,5.425915663330256e-06,8.606686675877358e-07,0.021480564550448226,[-0.02946439],[28.73200097],[-0.56620204],24914.763203672574,4229.454267515256,25259.651116651105,4006.7320650088614
5,2026-Jan-01 00:00:20.000,0.010161051999602932,0.0,5.427019162231863e-06,8.606118408923978e-07,0.021502023762408083,[-0.02952269],[28.65384997],[-0.56747168],24897.127911259508,4210.324442286381,25239.573828952336,4002.4690252505566
6,2026-Jan-01 00:00:25.000,0.009472212999753538,0.0,5.4270210291264805e-06,8.604304519002954e-07,0.021520054337495008,[-0.02957658],[28.57555731],[-0.5688065],24878.427692517347,4191.114569963251,25218.435530020135,3998.272673508741
7,2026-Jan-01 00:00:30.000,0.013715404999857128,0.0,5.425769022969101e-06,8.601002160452074e-07,0.02153402659037788,[-0.02962517],[28.49711933],[-0.57020272],24858.686065801183,4171.820767776345,25196.258582654085,3994.1448592318943
8,2026-Jan-01 00:00:35.000,0.010277440999743703,0.0,5.42313154726961e-06,8.596001025658997e-07,0.02154338933251481,[-0.0296677],[28.41853281],[-0.57166651],24837.9268885064,4152.439139503375,25173.06568416621,3990.087582312455
9,2026-Jan-01 00:00:40.000,0.011017163000360597,0.0,5.419025588293427e-06,8.589167149700261e-07,0.021547781149502603,[-0.02970366],[28.3397945],[-0.57319146],24816.17432915938,4132.965779198465,25148.879834518437,3986.102833561834
10,2026-Jan-01 00:00:45.000,0.009167967999928806,0.0,5.4133919185251785e-06,8.58040364038757e-07,0.021546932500014153,[-0.02973265],[28.26090131],[-0.57478137],24793.45283918431,4113.396774963295,25123.724309813577,3982.192657995254
11,2026-Jan-01 00:00:50.000,0.01028450099965994,0.0,5.406216580592678e-06,8.56968464995797e-07,0.021540751725909475,[-0.02975454],[28.18185028],[-0.57642584],24769.787124396185,4093.7282127557755,25097.622633522187,3978.359139458559
12,2026-Jan-01 00:00:55.000,0.009006711000438372,0.0,5.3975064193334465e-06,8.557016612330527e-07,0.02152922838669637,[-0.0297693],[28.10263864],[-0.57813128],24745.202116268323,4073.9561802316903,25070.598548105634,3974.6044115627446
13,2026-Jan-01 00:01:00.000,0.009574657000484876,0.0,5.387318406590633e-06,8.542484653713701e-07,0.021512550854436888,[-0.02977718],[28.02326363],[-0.57986199],24719.722943023928,4054.0767706147262,25042.67598502628,3970.930603030669
14,2026-Jan-01 00:01:05.000,0.010570479000307387,0.0,5.375721807998105e-06,8.526192946629398e-07,0.02149095627977043,[-0.02977848],[27.94372291],[-0.58163771],24693.374900601437,4034.086086590463,25013.879038311126,3967.3399525060477
15,2026-Jan-01 00:01:10.000,0.013506917999620782,0.0,5.362817902825756e-06,8.508295607315859e-07,0.021464809955598824,[-0.02977369],[27.86401382],[-0.58346541],24666.18342354071,4013.980244219649,24984.23193086288,3963.8345854986605
16,2026-Jan-01 00:01:15.000,0.010396613000011712,0.0,5.348738343302414e-06,8.488994888039469e-07,0.021434599673347564,[-0.02976348],[27.78413437],[-0.58534789],24638.174055840722,3993.7553768664775,24953.75899160458,3960.416810860687
17,2026-Jan-01 00:01:20.000,0.00899663300060638,0.0,5.33362961579539e-06,8.468516113425181e-07,0.02140087433873193,[-0.02974859],[27.70408237],[-0.58727471],24609.37242183439,3973.4076391371927,24922.48462083827,3957.0888457106685
18,2026-Jan-01 00:01:25.000,0.008695468999576406,0.0,5.317649738617548e-06,8.447102996227611e-07,0.02136423131741453,[-0.02972984],[27.62385602],[-0.58924757],24579.804197129193,3952.9332108247277,24890.433264888856,3953.8529941595243
19,2026-Jan-01 00:01:30.000,0.01118684100038081,0.0,5.3009687740677535e-06,8.425018518398875e-07,0.02132531904683204,[-0.02970812],[27.54345373],[-0.591275],24549.495079659446,3932.328300854966,24857.629386113374,3950.7115930584137
20,2026-Jan-01 00:01:35.000,0.01170745200033707,0.0,5.283771675882471e-06,8.402549547311781e-07,0.021284849086985996,[-0.02968443],[27.46287397],[-0.59334399],24518.470760895754,3911.5891512302683,24824.09743329155,3947.6669592406342
21,2026-Jan-01 00:01:40.000,0.0118571509992762,0.0,5.266219281679147e-06,8.379945041372272e-07,0.021243439440177057,[-0.02965962],[27.38211537],[-0.59546298],24486.756897256953,3890.712040966049,24789.861813616255,3944.721411507189
22,2026-Jan-01 00:01:45.000,0.01055659099984041,0.0,5.248500558206747e-06,8.357499464020892e-07,0.021201825181252486,[-0.02963472],[27.301177],[-0.59762384],24454.379081766532,3869.6932900160723,24754.946865837213,3941.877358469559
