Index,Time,Distance,Latitude,Longitude,Altitude,x,y,z,"Semi-Major Axis, a","Eccentricity, e","Inclination, i",RAAN,Arg. Peri.,True Anomaly,"Semi-Major Axis, a",f,g,h,k,L
1,2026-Jan-01 00:00:00.000,0.0,0.0,-180.0,620.862999999999,6998999.999999999,0.0,0.0,6999000.0,0.0,97.9,0.0,0.0,0.0,6999000.0,0.0,0.0,1.1483429368947748,0.0,0.0
2,2026-Jan-01 00:00:05.000,1.453005915820089e-06,0.3059610366350976,179.9366536626165,620.863612878562,6998898.287401493,-5186.164678251874,37374.67464791296,6999000.003137407,4.482650607431567e-10,97.90000000220525,0.0,0.0,0.30889262141482354,6999000.003137407,4.482650607431567e-10,0.0,1.1483429369393967,0.0,0.005391193278805016
3,2026-Jan-01 00:00:10.000,8.768783425246596e-06,0.6119219053369519,179.8733049037719,620.865451441938,6998593.152562143,-10372.178621749053,74748.26301330657,6999000.003207244,4.582430823254376e-10,97.90000000130453,-4.902428324541042e-12,0.0067260505479544925,0.6110591923502477,6999000.003207244,4.582430791679554e-10,5.379394698595528e-14,1.1483429369211715,-9.825625880460494e-14,0.01078238655872098
4,2026-Jan-01 00:00:15.000,1.7298520707517712e-05,0.9178824379977835,179.80995130147227,620.8685154731982,6998084.60435066,-15557.89109840817,112119.6788285845,6999000.003276733,4.681709298954556e-10,97.90000000040642,-1.4679437305303853e-11,0.019684405882456665,0.906993458499983,6999000.003276733,4.681709022659063e-10,1.608437217642217e-13,1.1483429369029987,-2.942106432709779e-13,0.01617357983856686
5,2026-Jan-01 00:00:20.000,2.6037088734139565e-05,1.2238424665003607,179.74659043261948,620.8728046108326,6997372.65754795,-20743.151386044276,149487.83589748506,6999000.003345884,4.780499937641975e-10,97.89999999951083,-2.9304688861635125e-11,0.03842924825462856,1.1971412376128956,6999000.003345884,4.780498862361358e-10,3.2063619088866166e-13,1.1483429368848765,-5.873352759636318e-13,0.021564773118342897
6,2026-Jan-01 00:00:25.000,3.498506669600859e-05,1.5298018226126657,179.68321987247316,620.8783183487803,6996457.332846667,-25927.80877561521,186851.64811846148,6999000.003414708,4.878812813048435e-10,97.89999999861767,-4.875261017427322e-11,0.06255622695231926,1.481906880401123,6999000.003414708,4.878809905145241e-10,5.326745936802907e-13,1.1483429368668043,-9.77117617095416e-13,0.02695596639804932
7,2026-Jan-01 00:00:30.000,4.416449795607166e-05,1.8357603379495477,179.61983719410173,620.8850560364918,6995338.656850623,-31111.712575601963,224210.0295162497,6999000.003483211,4.976654791243299e-10,97.899999997727,-7.299779915272761e-11,0.09169710545606206,1.7616586233841203,6999000.003483211,4.97664841781042e-10,7.964716562327353e-13,1.1483429368487819,-1.4630485486876164e-12,0.03234715967768636
8,2026-Jan-01 00:00:35.000,5.3599865509628986e-05,2.1417178439343,179.55643996783274,620.8930168790278,6994016.662074021,-36294.71211638851,261561.89427343203,6999000.003551395,5.074029599655135e-10,97.89999999683877,-1.0201441685147587e-10,0.12551513835955597,2.036733211968176,6999000.003551395,5.074017424632429e-10,1.1115426349943559e-12,1.1483429368308093,-2.044610197153491e-12,0.037738352957254244
9,2026-Jan-01 00:00:40.000,6.331497857563983e-05,2.4476741717601445,179.49302576070176,620.9021999371322,6992491.386940495,-41476.65675464106,298906.15676199575,6999000.003619263,5.170938597771978e-10,97.89999999595307,-1.357758379481921e-10,0.16370136430275753,2.3074396075133206,6999000.003619263,5.170917492137041e-10,1.4774012291981066e-12,1.1483429368128877,-2.721268928055288e-12,0.043129546236753226
10,2026-Jan-01 00:00:45.000,7.333240564124326e-05,2.7536291523516154,179.4295921358998,620.9126041273773,6990762.875782013,-46657.395877686446,336241.7315748885,6999000.003686817,5.267381218114667e-10,97.89999999506993,-1.742543606124712e-10,0.20597144298902686,2.5740621503161822,6999000.003686817,5.267347182543345e-10,1.893556177757456e-12,1.1483429367950178,-3.49246953118726e-12,0.048520739516183575
11,2026-Jan-01 00:00:50.000,8.367368974341757e-05,3.059582616325792,179.366136652219,620.9242282222556,6988831.178837558,-51836.77890788962,373567.53355756256,6999000.003754056,5.363355393310042e-10,97.8999999941894,-2.174210194864905e-10,0.25206299757857226,2.83686321721654,6999000.003754056,5.363303491941764e-10,2.359509002289627e-12,1.148342936777201,-4.3576314722657984e-12,0.05391193279554558
